temperature_2m,relativehumidity_2m,dewpoint_2m,apparent_temperature,precipitation,rain,snowfall,pressure_msl,surface_pressure,cloudcover,cloudcover_low,cloudcover_mid,cloudcover_high,et0_fao_evapotranspiration,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,so2,pm10,pm25
0.4470613060920375,0.6955262172516838,0.6058077769670269,0.4877029306822468,-0.8511433832171407,-0.3017593783059872,-0.750029811322632,1.1482133147736644,0.890334219926508,0.8288594100696269,0.7380642768591221,-0.0111777045986773,0.0483278691194692,-0.6929433961350796,-0.7916446947962162,-0.1451831292769655,288.0,276.0,-0.8550597131247687,-2.1836572,-3.0299432,-3.1905599
0.4470613060920375,0.6955262172516838,0.6058077769670269,0.4877029306822468,-0.8511433832171407,-0.3017593783059872,-0.750029811322632,1.1482133147736644,0.890334219926508,0.8288594100696269,0.7380642768591221,-0.0111777045986773,0.0483278691194692,-0.6929433961350796,-0.7916446947962162,-0.1451831292769655,288.0,276.0,-0.8550597131247687,-2.1602015,-2.9368567,-3.0260944
0.4470613060920375,0.6955262172516838,0.6058077769670269,0.4877029306822468,-0.8511433832171407,-0.3017593783059872,-0.750029811322632,1.1482133147736644,0.890334219926508,0.8288594100696269,0.7380642768591221,-0.0111777045986773,0.0483278691194692,-0.6929433961350796,-0.7916446947962162,-0.1451831292769655,288.0,276.0,-0.8550597131247687,-2.1493464,-2.8572733,-2.7172112
0.4470613060920375,0.6955262172516838,0.6058077769670269,0.4877029306822468,-0.8511433832171407,-0.3017593783059872,-0.750029811322632,1.1482133147736644,0.890334219926508,0.8288594100696269,0.7380642768591221,-0.0111777045986773,0.0483278691194692,-0.6929433961350796,-0.7916446947962162,-0.1451831292769655,288.0,276.0,-0.8550597131247687,-3.1664147,-3.52702,-3.053016
0.4673716458590401,0.6955262172516838,0.6226488210272114,0.4696322031340318,-0.8511433832171407,-0.3017593783059872,-0.750029811322632,1.2194380808346328,0.9233638207741488,0.8288594100696269,0.6751833518800844,0.1062618642656895,-0.1189371695954244,-0.6929433961350796,-0.3894844905507589,0.2306012836557727,288.0,275.0,-0.671084738393427,-3.2752206,-3.9927146,-3.7568836
0.4673716458590401,0.6955262172516838,0.6226488210272114,0.4696322031340318,-0.8511433832171407,-0.3017593783059872,-0.750029811322632,1.2194380808346328,0.9233638207741488,0.8288594100696269,0.6751833518800844,0.1062618642656895,-0.1189371695954244,-0.6929433961350796,-0.3894844905507589,0.2306012836557727,288.0,275.0,-0.671084738393427,-3.4020653,-4.3980293,-4.3110065
0.4673716458590401,0.7743853847098695,0.6394898650873958,0.433490748037602,-0.0739875312904387,-0.3017593783059872,0.0430177066970062,1.2194380808346328,0.9233638207741488,0.8288594100696269,0.5494215019220088,0.3019944790396344,0.349404938806278,-0.6929433961350796,0.0461890640484867,0.6063856965885106,281.0,273.0,-0.4871097636620857,-3.6040883,-4.8370833,-4.828805
0.4673716458590401,0.7743853847098695,0.6394898650873958,0.433490748037602,-0.0739875312904387,-0.3017593783059872,0.0430177066970062,1.2194380808346328,0.9233638207741488,0.8288594100696269,0.5494215019220088,0.3019944790396344,0.349404938806278,-0.6929433961350796,0.0461890640484867,0.6063856965885106,281.0,273.0,-0.4871097636620857,-3.543582,-5.0314994,-5.131945
0.4673716458590401,0.8532445521680552,0.6731719532077647,0.433490748037602,-0.0739875312904387,-0.3017593783059872,0.0430177066970062,1.1482133147736644,0.890334219926508,-0.0760083807360563,-0.4252328352530768,0.0671153413109005,0.3159519310632993,-0.6929433961350796,0.0126757136946984,0.7525240793956868,277.0,271.0,-0.2622514612126678,-3.707946,-5.342163,-5.2954164
0.4673716458590401,0.8532445521680552,0.6731719532077647,0.433490748037602,-0.0739875312904387,-0.3017593783059872,0.0430177066970062,1.1482133147736644,0.890334219926508,-0.0760083807360563,-0.4252328352530768,0.0671153413109005,0.3159519310632993,-0.6929433961350796,0.0126757136946984,0.7525240793956868,277.0,271.0,-0.2622514612126678,-3.3994868,-5.2243156,-5.31268
0.4876819856260426,0.8532445521680552,0.6900129972679492,0.433490748037602,-0.0739875312904387,-0.3017593783059872,0.0430177066970062,0.982022193964702,0.8573046190788486,0.8288594100696269,0.5808619644115277,1.1240714610902027,1.018465093665853,-0.6929433961350796,0.2472691661712153,0.9612931976916524,276.0,270.0,0.1772443117566479,-3.4020367,-5.325726,-5.254825
0.4876819856260426,0.8532445521680552,0.6900129972679492,0.433490748037602,-0.0739875312904387,-0.3017593783059872,0.0430177066970062,0.982022193964702,0.8573046190788486,0.8288594100696269,0.5808619644115277,1.1240714610902027,1.018465093665853,-0.6929433961350796,0.2472691661712153,0.9612931976916524,276.0,270.0,0.1772443117566479,-3.1282537,-5.007212,-5.166247
0.5283026651600478,0.6955262172516838,0.6731719532077647,0.451561475585817,-0.0739875312904387,-0.3017593783059872,0.0430177066970062,0.6971231297208015,0.7747306169597186,0.8288594100696269,0.5494215019220088,0.8891923233614689,1.5202602098105342,-0.602510435367357,0.6159160200628845,1.420585257942777,270.0,270.0,0.5043109335012556,-3.0778434,-4.877312,-4.8954673
0.5283026651600478,0.6955262172516838,0.6731719532077647,0.451561475585817,-0.0739875312904387,-0.3017593783059872,0.0430177066970062,0.6971231297208015,0.7747306169597186,0.8288594100696269,0.5494215019220088,0.8891923233614689,1.5202602098105342,-0.602510435367357,0.6159160200628845,1.420585257942777,270.0,270.0,0.5043109335012556,-3.032981,-4.6644254,-4.6321864
0.5892336844610553,0.6955262172516838,0.723695085388318,0.4696322031340318,-0.8511433832171407,-0.3017593783059872,-0.750029811322632,0.4597072428508708,0.7417010161120591,0.8288594100696269,0.5179810394324899,1.0849249381354138,1.3195421633526618,-0.2407785922964668,1.1186162753697062,1.6711081998979351,261.0,264.0,0.872260882963939,-2.9856274,-4.4657273,-4.4137936
0.5892336844610553,0.6955262172516838,0.723695085388318,0.4696322031340318,-0.8511433832171407,-0.3017593783059872,-0.750029811322632,0.4597072428508708,0.7417010161120591,0.8288594100696269,0.5179810394324899,1.0849249381354138,1.3195421633526618,-0.2407785922964668,1.1186162753697062,1.6711081998979351,261.0,264.0,0.872260882963939,-2.9230707,-4.287444,-4.1378136
0.690785383296068,0.4589487148771269,0.7405361294485023,0.5238443857786764,-0.0739875312904387,-0.3017593783059872,0.0430177066970062,0.2697745333549101,0.7582158165358889,0.8288594100696269,0.4236596519639332,1.3980971217737257,1.9551493104692577,0.4826850938453135,1.5207764796151642,1.733738935386725,245.0,247.0,1.0971191854133562,-2.8586915,-4.1464586,-3.9667566
0.690785383296068,0.4589487148771269,0.7405361294485023,0.5238443857786764,-0.0739875312904387,-0.3017593783059872,0.0430177066970062,0.2697745333549101,0.7582158165358889,0.8288594100696269,0.4236596519639332,1.3980971217737257,1.9551493104692577,0.4826850938453135,1.5207764796151642,1.733738935386725,245.0,247.0,1.0971191854133562,-2.8108857,-3.9570417,-3.8673902
0.7314060628300731,0.3012303799607556,0.723695085388318,0.5419151133268915,-0.8511433832171407,-0.3017593783059872,-0.750029811322632,-0.0863492969499858,0.675641814416759,-0.0760083807360563,-1.494208559896719,1.6721227824572484,0.9850120859228744,1.1157158192193712,2.224556837044714,1.9007542300234976,240.0,245.0,1.1686650089199893,-2.745282,-3.838234,-3.7752376
0.7314060628300731,0.3012303799607556,0.723695085388318,0.5419151133268915,-0.8511433832171407,-0.3017593783059872,-0.750029811322632,-0.0863492969499858,0.675641814416759,-0.0760083807360563,-1.494208559896719,1.6721227824572484,0.9850120859228744,1.1157158192193712,2.224556837044714,1.9007542300234976,240.0,245.0,1.1686650089199893,-3.014404,-4.024059,-3.7353249
0.8532681014320882,-0.0930654573301727,0.6731719532077647,0.8852589367429742,-0.8511433832171407,-0.3017593783059872,-0.750029811322632,-0.2050572403849511,0.7251862156882481,-0.3892318467841775,-1.9029345722604647,1.9070019201859825,0.9515590781798956,2.1104783876643194,2.023476734921986,1.691985111727532,239.0,241.0,1.4650691348760394,-3.146919,-3.9383864,-3.7842984
0.8532681014320882,-0.0930654573301727,0.6731719532077647,0.8852589367429742,-0.8511433832171407,-0.3017593783059872,-0.750029811322632,-0.2050572403849511,0.7251862156882481,-0.3892318467841775,-1.9029345722604647,1.9070019201859825,0.9515590781798956,2.1104783876643194,2.023476734921986,1.691985111727532,239.0,241.0,1.4650691348760394,-3.0856233,-3.754126,-3.7459545
0.8735784411990909,-0.4085021271629153,0.6058077769670269,1.1021076673215529,-0.8511433832171407,-0.3017593783059872,-0.750029811322632,-0.1338324743239557,0.7912454173835484,-0.0760083807360563,-2.091577347197578,2.650785856326973,1.2526361478667043,2.8339420738061,2.1910434866909263,1.775492759045918,238.0,239.0,1.5366149583826727,-2.964782,-3.602572,-3.57873
0.8735784411990909,-0.4085021271629153,0.6058077769670269,1.1021076673215529,-0.8511433832171407,-0.3017593783059872,-0.750029811322632,-0.1338324743239557,0.7912454173835484,-0.0760083807360563,-2.091577347197578,2.650785856326973,1.2526361478667043,2.8339420738061,2.1910434866909263,1.775492759045918,238.0,239.0,1.5366149583826727,-2.1976168,-3.3673172,-3.4049067
1.0157508195681084,-1.5913896390357003,0.2521458517031539,1.3008856703519167,-0.8511433832171407,-0.3017593783059872,-0.750029811322632,0.1985497672939417,1.055482224164768,-2.198967428395544,-2.280220122134691,0.0279688183561115,-0.5203732625111694,3.1956739168769897,1.3196963774924348,1.0239239331804422,231.0,231.0,1.3117566559332547,-1.677139,-3.3186164,-3.25488
1.0157508195681084,-1.5913896390357003,0.2521458517031539,1.3008856703519167,-0.8511433832171407,-0.3017593783059872,-0.750029811322632,0.1985497672939417,1.055482224164768,-2.198967428395544,-2.280220122134691,0.0279688183561115,-0.5203732625111694,3.1956739168769897,1.3196963774924348,1.0239239331804422,231.0,231.0,1.3117566559332547,-1.3059361,-3.2489355,-3.1610212
